Datetime UTC,Site name,Recover folder,AudioMoth #,SD card #,File path,File metadata,File status,Audiomoth temperature,Audiomoth battery,Sample rate,Audiomoth artist ID,File duration,Deployment notes,Sum Rain,Mean Wind Speed,Month,Condition,Sliced File Path
2022-07-22 11:00:00,Carp Pond,recover-20220722,E,014,/mnt/ubna_data_01/recover-20220722/UBNA_014/20220722_110000.WAV,Recorded at 11:00:00 22/07/2022 (UTC) by AudioMoth 249BC30461CBE95C at medium gain while battery was 3.6V and temperature was 21.5C.,Usable for detection,21.5C,3.6V,250000,AudioMoth 249BC30461CBE95C,1795,Case,0.0,11.609677419354844,7,Extreme Wind,ubna_data_01/recover-20220722/UBNA_014/20220722_110000.WAV
2022-07-30 01:30:00,Carp Pond,recover-20220801,A,004,/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_013000.WAV,Recorded at 01:30:00 30/07/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 4.0V and temperature was 40.7C.,Usable for detection,40.7C,4.0V,192000,AudioMoth 24F3190361CBE990,1795,Double Battery Pack; Ziploc Bag; Recording when recovered,0.0,7.990322580645162,7,Normal,ubna_data_01/recover-20220801/UBNA_004/20220730_013000.WAV
2022-08-13 02:30:00,Carp Pond,recover-20220815,A,005,/mnt/ubna_data_01/recover-20220815/UBNA_005/20220813_023000.WAV,Recorded at 02:30:00 13/08/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 4.0V and temperature was 30.6C.,Usable for detection,30.6C,4.0V,192000,AudioMoth 24F3190361CBE990,1795,Double Battery Pack; Ziploc Bag; Pond is receding,0.0,11.203225806451613,8,Extreme Wind,ubna_data_01/recover-20220815/UBNA_005/20220813_023000.WAV
2022-08-24 01:00:00,Carp Pond,recover-20220825,C,004,/mnt/ubna_data_01/recover-20220825/UBNA_004/20220824_010000.WAV,Recorded at 01:00:00 24/08/2022 (UTC) by AudioMoth 24F319055FDF2F5B at medium gain while battery was 4.0V and temperature was 32.0C.,Usable for detection,32.0C,4.0V,192000,AudioMoth 24F319055FDF2F5B,1795,Using 6 Panasonic AA Ni-MH batteries; Used Acoustic Chime; Pond continuing to recede,0.0,8.448387096774193,8,Normal,ubna_data_01/recover-20220825/UBNA_004/20220824_010000.WAV
2022-09-22 13:30:00,Carp Pond,recover-20220922,D,4,/mnt/ubna_data_02/recover-20220922/UBNA_004/20220922_133000.WAV,Recorded at 13:30:00 22/09/2022 (UTC) by AudioMoth 249BC30461CBE637 at medium gain while battery was 3.8V and temperature was 20.6C.,Usable for detection,20.6C,3.8V,192000,AudioMoth 249BC30461CBE637,1795.00127083333,Panasonic; Temperatures have begun dropping as we enter Fall season,0.0,11.148387096774197,9,Extreme Wind,ubna_data_02/recover-20220922/UBNA_004/20220922_133000.WAV
2022-09-11 15:30:00,Carp Pond,recover-20220912,D,10,/mnt/ubna_data_02/recover-20220912/UBNA_010/20220911_153000.WAV,Recorded at 15:30:00 11/09/2022 (UTC) by AudioMoth 249BC30461CBE637 at medium gain while battery was 3.9V and temperature was 25.0C.,Usable for detection,25.0C,3.9V,192000,AudioMoth 249BC30461CBE637,1795.00127083333,Ikea; Deployed during Bolt Creek wildfire on 2022-09-10,0.0,7.161290322580644,9,Normal,ubna_data_02/recover-20220912/UBNA_010/20220911_153000.WAV
2022-10-31 04:00:00,Carp Pond,recover-20221110,D,10,/mnt/ubna_data_02/recover-20221110/UBNA_010/20221031_040000.WAV,Recorded at 04:00:00 31/10/2022 (UTC) by AudioMoth 249BC30461CBE637 at medium gain while battery was 4.0V and temperature was 15.5C.,Usable for detection,15.5C,4.0V,192000,AudioMoth 249BC30461CBE637,300.001270833333,IKEA,0.01,13.216129032258065,10,Extreme Wind and Rain,ubna_data_02/recover-20221110/UBNA_010/20221031_040000.WAV
2022-10-04 07:30:00,Carp Pond,recover-20221006,D,4,/mnt/ubna_data_02/recover-20221006/UBNA_004/20221004_073000.WAV,Recorded at 07:30:00 04/10/2022 (UTC) by AudioMoth 249BC30461CBE637 at medium gain while battery was 4.0V and temperature was 18.7C.,Usable for detection,18.7C,4.0V,192000,AudioMoth 249BC30461CBE637,1795.00127083333,IKEA,0.0,5.187096774193549,10,Normal,ubna_data_02/recover-20221006/UBNA_004/20221004_073000.WAV
2022-11-26 00:00:00,Carp Pond,recover-20221208,D,10,/mnt/ubna_data_02/recover-20221208/UBNA_010/20221126_000000.WAV,Recorded at 00:00:00 26/11/2022 (UTC) by AudioMoth 249BC30461CBE637 at medium gain while battery was 4.0V and temperature was 8.0C.,Usable for detection, 8.0C,4.0V,192000,AudioMoth 249BC30461CBE637,300.001270833333,Panasonic,0.01,7.803225806451613,11,Extreme Rain,ubna_data_02/recover-20221208/UBNA_010/20221126_000000.WAV
2022-11-11 14:30:00,Carp Pond,recover-20221123,D,4,/mnt/ubna_data_02/recover-20221123/UBNA_004/20221111_143000.WAV,Recorded at 14:30:00 11/11/2022 (UTC) by AudioMoth 249BC30461CBE637 at medium gain while battery was 4.2V and temperature was 5.8C.,Usable for detection, 5.8C,4.2V,192000,AudioMoth 249BC30461CBE637,300.001270833333,IKEA,0.0,4.748387096774194,11,Normal,ubna_data_02/recover-20221123/UBNA_004/20221111_143000.WAV
2022-12-23 14:30:00,Carp Pond,recover-20230110,D,8,/mnt/ubna_data_02/recover-20230110/UBNA_008/20221223_143000.WAV,Recorded at 14:30:00 23/12/2022 (UTC) by AudioMoth 249BC30461CBE637 at medium gain while battery was 3.9V and temperature was 1.7C.,Usable for detection, 1.7C,3.9V,192000,AudioMoth 249BC30461CBE637,300.001270833333,IKEA,0.0,11.867741935483869,12,Extreme Wind,ubna_data_02/recover-20230110/UBNA_008/20221223_143000.WAV
2022-12-16 02:30:00,Carp Pond,recover-20230110,D,8,/mnt/ubna_data_02/recover-20230110/UBNA_008/20221216_023000.WAV,Recorded at 02:30:00 16/12/2022 (UTC) by AudioMoth 249BC30461CBE637 at medium gain while battery was 4.1V and temperature was 2.1C.,Usable for detection, 2.1C,4.1V,192000,AudioMoth 249BC30461CBE637,300.001270833333,IKEA,0.0,5.909677419354838,12,Normal,ubna_data_02/recover-20230110/UBNA_008/20221216_023000.WAV
2022-07-27 00:00:00,Central Pond,recover-20220728,D,008,/mnt/ubna_data_01/recover-20220728/UBNA_008/20220727_000000.WAV,Recorded at 00:00:00 27/07/2022 (UTC) by AudioMoth 249BC30461CBE637 at medium gain while battery was 4.0V and temperature was 40.4C.,Usable for detection,40.4C,4.0V,250000,AudioMoth 249BC30461CBE637,1795,Double Battery Pack; Ziploc Bag; New Location,0.0,7.077419354838709,7,Normal,ubna_data_01/recover-20220728/UBNA_008/20220727_000000.WAV
2022-07-28 01:30:00,Central Pond,recover-20220728,D,008,/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_013000.WAV,Recorded at 01:30:00 28/07/2022 (UTC) by AudioMoth 249BC30461CBE637 at medium gain while battery was 4.0V and temperature was 42.9C.,Usable for detection,42.9C,4.0V,250000,AudioMoth 249BC30461CBE637,1795,Double Battery Pack; Ziploc Bag; New Location,0.0,8.035483870967742,7,Normal,ubna_data_01/recover-20220728/UBNA_008/20220728_013000.WAV
2022-08-26 13:00:00,Central Pond,recover-20220828,E,010,/mnt/ubna_data_01/recover-20220828/UBNA_010/20220826_130000.WAV,Recorded at 13:00:00 26/08/2022 (UTC) by AudioMoth 249BC30461CBE95C at medium gain while battery was 4.1V and temperature was 24.0C.,Usable for detection,24.0C,4.1V,192000,AudioMoth 249BC30461CBE95C,1795,Using 6 IKEA AA Ni-MH batteries; Used Acoustic Chime; Pond Continuing To Recede; Deployment Site Can Be Reached Without Waders; Uploaded to 8TB drive,0.0,11.05483870967742,8,Extreme Wind,ubna_data_01/recover-20220828/UBNA_010/20220826_130000.WAV
2022-08-17 11:00:00,Central Pond,recover-20220818,E,006,/mnt/ubna_data_01/recover-20220818/UBNA_006/20220817_110000.WAV,Recorded at 11:00:00 17/08/2022 (UTC) by AudioMoth 249BC30461CBE95C at medium gain while battery was 3.9V and temperature was 22.5C.,Usable for detection,22.5C,3.9V,192000,AudioMoth 249BC30461CBE95C,1795,Double Battery Pack; Ziploc Bag; Pond is receding,0.0,5.95483870967742,8,Normal,ubna_data_01/recover-20220818/UBNA_006/20220817_110000.WAV
2022-09-30 00:00:00,Central Pond,recover-20220929,C,3,/mnt/ubna_data_02/recover-20220929/UBNA_003/20220930_000000.WAV,Recorded at 00:00:00 30/09/2022 (UTC) by AudioMoth 24F319055FDF2F5B at medium gain while battery was 3.8V and temperature was 23.3C. Recording stopped due to switch position change.,Usable for detection,23.3C,3.8V,192000,AudioMoth 24F319055FDF2F5B,1150.976,Panasonic; Rained less than an inch; Audiomoths held up well.,0.02,6.4322610084417065,9,Extreme Rain,ubna_data_02/recover-20220929/UBNA_003/20220930_000000.WAV
2022-09-10 08:00:00,Central Pond,recover-20220912,C,9,/mnt/ubna_data_02/recover-20220912/UBNA_009/20220910_080000.WAV,Recorded at 08:00:00 10/09/2022 (UTC) by AudioMoth 24F319055FDF2F5B at medium gain while battery was 4.0V and temperature was 13.3C.,Usable for detection,13.3C,4.0V,192000,AudioMoth 24F319055FDF2F5B,1795.00127083333,Panasonic; Deployed during Bolt Creek wildfire on 2022-09-10,0.0,5.687096774193546,9,Normal,ubna_data_02/recover-20220912/UBNA_009/20220910_080000.WAV
2022-10-30 08:00:00,Central Pond,recover-20221110,C,9,/mnt/ubna_data_02/recover-20221110/UBNA_009/20221030_080000.WAV,Recorded at 08:00:00 30/10/2022 (UTC) by AudioMoth 24F319055FDF2F5B at medium gain while battery was 4.1V and temperature was 8.2C.,Usable for detection, 8.2C,4.1V,192000,AudioMoth 24F319055FDF2F5B,300.001270833333,Panasonic,0.0,11.12258064516129,10,Extreme Wind,ubna_data_02/recover-20221110/UBNA_009/20221030_080000.WAV
2022-10-14 06:30:00,Central Pond,recover-20221017,C,9,/mnt/ubna_data_02/recover-20221017/UBNA_009/20221014_063000.WAV,Recorded at 06:30:00 14/10/2022 (UTC) by AudioMoth 24F319055FDF2F5B at medium gain while battery was 4.1V and temperature was 11.5C.,Usable for detection,11.5C,4.1V,192000,AudioMoth 24F319055FDF2F5B,1795.00127083333,IKEA,0.0,4.645161290322582,10,Normal,ubna_data_02/recover-20221017/UBNA_009/20221014_063000.WAV
2022-11-06 09:00:00,Central Pond,recover-20221110,C,9,/mnt/ubna_data_02/recover-20221110/UBNA_009/20221106_090000.WAV,Recorded at 09:00:00 06/11/2022 (UTC) by AudioMoth 24F319055FDF2F5B at medium gain while battery was 4.1V and temperature was 3.4C.,Usable for detection, 3.4C,4.1V,192000,AudioMoth 24F319055FDF2F5B,300.001270833333,Panasonic,0.02,11.848387096774195,11,Extreme Wind and Rain,ubna_data_02/recover-20221110/UBNA_009/20221106_090000.WAV
2022-11-15 01:30:00,Central Pond,recover-20221123,C,3,/mnt/ubna_data_02/recover-20221123/UBNA_003/20221115_013000.WAV,Recorded at 01:30:00 15/11/2022 (UTC) by AudioMoth 24F319055FDF2F5B at medium gain while battery was 4.0V and temperature was 2.1C.,Usable for detection, 2.1C,4.0V,192000,AudioMoth 24F319055FDF2F5B,300.001270833333,IKEA,0.0,6.687096774193548,11,Normal,ubna_data_02/recover-20221123/UBNA_003/20221115_013000.WAV
2022-12-16 03:00:00,Central Pond,recover-20230110,C,9,/mnt/ubna_data_02/recover-20230110/UBNA_009/20221216_030000.WAV,Recorded at 03:00:00 16/12/2022 (UTC) by AudioMoth 24F319055FDF2F5B at medium gain while battery was 4.3V and temperature was -5.0C.,Usable for detection,-5.0C,4.3V,192000,AudioMoth 24F319055FDF2F5B,300.001270833333,IKEA,0.0,6.603225806451613,12,Normal,ubna_data_02/recover-20230110/UBNA_009/20221216_030000.WAV
2022-12-16 06:00:00,Central Pond,recover-20230110,C,9,/mnt/ubna_data_02/recover-20230110/UBNA_009/20221216_060000.WAV,Recorded at 06:00:00 16/12/2022 (UTC) by AudioMoth 24F319055FDF2F5B at medium gain while battery was 4.3V and temperature was -5.8C.,Usable for detection,-5.8C,4.3V,192000,AudioMoth 24F319055FDF2F5B,300.001270833333,IKEA,0.0,5.419354838709676,12,Normal,ubna_data_02/recover-20230110/UBNA_009/20221216_060000.WAV
2022-08-26 13:00:00,Fallen Tree,recover-20220828,B,013,/mnt/ubna_data_01/recover-20220828/UBNA_013/20220826_130000.WAV,Recorded at 13:00:00 26/08/2022 (UTC) by AudioMoth 24F3190361CBE96A at medium gain while battery was 4.1V and temperature was 23.6C.,Usable for detection,23.6C,4.1V,192000,AudioMoth 24F3190361CBE96A,1795,Using 6 IKEA AA Ni-MH batteries; Used Acoustic Chime; Walkable land currently; Uploaded to 8TB drive,0.0,11.05483870967742,8,Extreme Wind,ubna_data_01/recover-20220828/UBNA_013/20220826_130000.WAV
2022-08-30 10:00:00,Fallen Tree,recover-20220901,B,2,/mnt/ubna_data_02/recover-20220901/UBNA_002/20220830_100000.WAV,Recorded at 10:00:00 30/08/2022 (UTC) by AudioMoth 24F3190361CBE96A at medium gain while battery was 4.0V and temperature was 19.0C.,Usable for detection,19.0C,4.0V,192000,AudioMoth 24F3190361CBE96A,1795.00127083333,Panasonic Batteries,0.0,4.925806451612904,8,Normal,ubna_data_02/recover-20220901/UBNA_002/20220830_100000.WAV
2022-09-23 01:00:00,Fallen Tree,recover-20220926,E,11,/mnt/ubna_data_02/recover-20220926/UBNA_011/20220923_010000.WAV,Recorded at 01:00:00 23/09/2022 (UTC) by AudioMoth 249BC30461CBE95C at medium gain while battery was 4.2V and temperature was 30.2C.,Usable for detection,30.2C,4.2V,192000,AudioMoth 249BC30461CBE95C,1795.00127083333,Panasonic,0.0,12.30967741935484,9,Extreme Wind,ubna_data_02/recover-20220926/UBNA_011/20220923_010000.WAV
2022-09-17 13:30:00,Fallen Tree,recover-20220919,E,11,/mnt/ubna_data_02/recover-20220919/UBNA_011/20220917_133000.WAV,Recorded at 13:30:00 17/09/2022 (UTC) by AudioMoth 249BC30461CBE95C at medium gain while battery was 3.9V and temperature was 14.0C.,Usable for detection,14.0C,3.9V,192000,AudioMoth 249BC30461CBE95C,1795.00127083333,Panasonic,0.0,5.687096774193549,9,Normal,ubna_data_02/recover-20220919/UBNA_011/20220917_133000.WAV
2022-10-31 04:00:00,Fallen Tree,recover-20221110,E,11,/mnt/ubna_data_02/recover-20221110/UBNA_011/20221031_040000.WAV,Recorded at 04:00:00 31/10/2022 (UTC) by AudioMoth 249BC30461CBE95C at medium gain while battery was 4.0V and temperature was 16.3C.,Usable for detection,16.3C,4.0V,192000,AudioMoth 249BC30461CBE95C,300.001270833333,IKEA,0.01,13.216129032258065,10,Extreme Wind and Rain,ubna_data_02/recover-20221110/UBNA_011/20221031_040000.WAV
2022-10-04 07:30:00,Fallen Tree,recover-20221006,E,5,/mnt/ubna_data_02/recover-20221006/UBNA_005/20221004_073000.WAV,Recorded at 07:30:00 04/10/2022 (UTC) by AudioMoth 249BC30461CBE95C at medium gain while battery was 4.0V and temperature was 15.3C.,Usable for detection,15.3C,4.0V,192000,AudioMoth 249BC30461CBE95C,1795.00127083333,Panasonic,0.0,5.187096774193549,10,Normal,ubna_data_02/recover-20221006/UBNA_005/20221004_073000.WAV
2022-11-07 13:30:00,Fallen Tree,recover-20221110,E,11,/mnt/ubna_data_02/recover-20221110/UBNA_011/20221107_133000.WAV,Recorded at 13:30:00 07/11/2022 (UTC) by AudioMoth 249BC30461CBE95C at medium gain while battery was 3.9V and temperature was 8.0C.,Usable for detection, 8.0C,3.9V,192000,AudioMoth 249BC30461CBE95C,300.001270833333,IKEA,0.02,6.3032258064516125,11,Extreme Rain,ubna_data_02/recover-20221110/UBNA_011/20221107_133000.WAV
2022-11-18 14:00:00,Fallen Tree,recover-20221123,E,5,/mnt/ubna_data_02/recover-20221123/UBNA_005/20221118_140000.WAV,Recorded at 14:00:00 18/11/2022 (UTC) by AudioMoth 249BC30461CBE95C at medium gain while battery was 4.0V and temperature was -1.5C.,Usable for detection,-1.5C,4.0V,192000,AudioMoth 249BC30461CBE95C,300.001270833333,IKEA,0.0,5.732258064516128,11,Normal,ubna_data_02/recover-20221123/UBNA_005/20221118_140000.WAV
2022-06-19 04:30:00,Foliage,recover-20220620_unit2,C,010,/mnt/ubna_data_01/recover-20220620_unit2/20220619_043000.WAV,Recorded at 04:30:00 19/06/2022 (UTC) by AudioMoth 24F319055FDF2F5B at medium gain while battery was 4.0V and temperature was 13.1C.,Usable for detection,13.1C,4.0V,250000,AudioMoth 24F319055FDF2F5B,1795,Cloudy w/ occasional light rain. Rising temperatures forecasted.,0.30000000000000004,6.141935483870968,6,Extreme Rain,ubna_data_01/recover-20220620_unit2/20220619_043000.WAV
